67 CSCO  @ 1.38
89 AA    @ 8.02
873 CAT   @ 6.04
198 CSCO  @ 6.64
902 BAC   @ 9.10
590 BA    @ 8.80
642 BAC   @ 5.30
847 BAC   @ 1.46
359 C     @ 1.90
68 C     @ 3.80
118 AAPL  @ 4.51
445 CSCO  @ 8.42
347 AA    @ 4.86
985 AAPL  @ 9.91
270 CAT   @ 8.76
28 AA    @ 8.64
744 BA    @ 5.45
228 CAT   @ 6.10
980 BA    @ 3.79
411 CAT   @ 2.48
123 BAC   @ 7.88
336 BAC   @ 4.30
9 BBBY  @ 6.00
338 CAT   @ 2.02
343 AA    @ 9.60
916 BA    @ 2.78
38 AAPL  @ 7.88
205 BAC   @ 2.00
918 BA    @ 1.30
470 CSCO  @ 4.88
239 AA    @ 1.80
489 AAPL  @ 9.91
975 BA    @ 4.12
967 BAC   @ 7.64
877 CSCO  @ 4.35
791 BBBY  @ 2.94
426 BA    @ 9.10
194 C     @ 4.52
943 C     @ 5.56
860 C     @ 3.03
37 BBBY  @ 9.08
146 AAPL  @ 6.34
308 BAC   @ 1.72
632 CSCO  @ 8.59
673 CMCSA @ 5.26
899 CAT   @ 5.15
795 C     @ 9.88
256 CSCO  @ 2.28
202 BBBY  @ 8.92
24 C     @ 3.40
785 AA    @ 9.15
122 CSCO  @ 1.90
573 AAPL  @ 4.90
81 BAC   @ 1.18
868 CMCSA @ 8.75
516 BBBY  @ 9.90
438 AA    @ 6.48
664 CSCO  @ 2.11
496 AAPL  @ 1.78
58 BA    @ 9.30
591 BAC   @ 9.40
819 BA    @ 5.77
988 CSCO  @ 5.02
747 CAT   @ 5.50
721 CAT   @ 8.89
190 CAT   @ 2.68
138 BAC   @ 3.20
75 BBBY  @ 5.95
617 AA    @ 7.96
50 AAPL  @ 8.96
417 C     @ 9.80
734 CAT   @ 7.21
27 CMCSA @ 6.20
121 CSCO  @ 7.56
805 CSCO  @ 8.69
746 CSCO  @ 2.50
816 CAT   @ 2.64
5 AAPL  @ 7.00
159 BA    @ 3.75
170 AA    @ 3.40
51 CMCSA @ 1.68
950 AA    @ 6.40
917 CAT   @ 8.66
624 CSCO  @ 8.71
1 CSCO  @ 7.00
107 C     @ 6.92
593 CSCO  @ 6.44
447 BA    @ 2.68
58 CAT   @ 7.00
17 CAT   @ 1.72
980 CSCO  @ 6.10
218 CAT   @ 3.72
727 AAPL  @ 3.70
422 CAT   @ 1.76
633 BAC   @ 3.70
166 AAPL  @ 9.00
907 BAC   @ 3.28
49 BBBY  @ 2.85
583 BAC   @ 1.48
480 CAT   @ 2.32
188 CSCO  @ 3.43
940 C     @ 2.70
496 BA    @ 9.12
538 CSCO  @ 6.01
647 BAC   @ 4.51
946 AAPL  @ 4.24
372 BAC   @ 8.90
954 BAC   @ 8.60
778 BAC   @ 5.50
213 BBBY  @ 7.63
566 AA    @ 8.26
283 BA    @ 2.80
52 CAT   @ 6.80
57 AAPL  @ 3.97
889 CMCSA @ 4.15
291 BA    @ 5.72
762 AA    @ 7.75
472 CSCO  @ 7.84
110 BBBY  @ 2.10
104 CMCSA @ 3.46
276 BAC   @ 7.96
464 AA    @ 5.44
731 AAPL  @ 1.03
486 CAT   @ 5.60
130 AA    @ 4.00
855 CMCSA @ 3.50
121 CSCO  @ 4.92
227 CAT   @ 8.72
334 AAPL  @ 8.56
501 AAPL  @ 7.24
739 AA    @ 7.54
447 BBBY  @ 8.48
762 CMCSA @ 7.90
65 CMCSA @ 5.50
850 AA    @ 5.00
460 CSCO  @ 8.80
607 C     @ 1.45
352 AA    @ 7.00
839 CSCO  @ 7.51
535 CAT   @ 7.93
432 BAC   @ 4.70
992 CSCO  @ 2.52
954 AAPL  @ 1.84
415 BAC   @ 8.71
848 C     @ 8.56
838 BBBY  @ 2.92
654 BA    @ 8.41
779 CAT   @ 9.58
671 AAPL  @ 9.45
425 AAPL  @ 8.10
484 CAT   @ 5.77
235 BAC   @ 2.00
574 CSCO  @ 9.10
825 CAT   @ 3.34
918 CAT   @ 8.40
9 BBBY  @ 7.45
366 BA    @ 3.34
729 BBBY  @ 1.12
424 CAT   @ 2.92
566 BAC   @ 7.12
852 C     @ 9.15
99 C     @ 9.97
598 C     @ 9.19
579 CMCSA @ 6.70
248 AA    @ 4.86
23 BA    @ 3.63
795 BBBY  @ 1.04
894 CSCO  @ 4.87
473 BA    @ 7.70
928 CMCSA @ 1.06
397 CAT   @ 1.87
834 CAT   @ 6.12
426 C     @ 3.76
615 CSCO  @ 1.48
804 CSCO  @ 3.71
869 BA    @ 2.33
90 BAC   @ 4.32
359 CMCSA @ 8.65
547 CAT   @ 2.28
477 C     @ 4.75
310 AA    @ 8.56
931 CAT   @ 1.23
372 CSCO  @ 2.36
510 C     @ 4.14
551 CMCSA @ 5.24
861 CAT   @ 4.21
835 C     @ 1.10
562 CMCSA @ 6.00
739 BA    @ 8.24
976 CMCSA @ 2.10
93 BBBY  @ 6.55
548 C     @ 1.60
809 CSCO  @ 2.32
658 CAT   @ 5.68
628 CAT   @ 5.71
70 BAC   @ 7.06
768 AAPL  @ 8.40
644 CSCO  @ 5.52
446 CMCSA @ 5.14
676 BAC   @ 3.26
704 CSCO  @ 7.44
403 AA    @ 5.35
213 AAPL  @ 7.35
427 BAC   @ 5.80
68 BAC   @ 9.94
693 CSCO  @ 7.76
828 BA    @ 5.78
48 BBBY  @ 1.66
815 BBBY  @ 6.30
718 BA    @ 2.80
200 BA    @ 8.68
23 AAPL  @ 8.85
491 AA    @ 5.50
963 AAPL  @ 1.92
288 CAT   @ 9.40
695 C     @ 6.15
107 CAT   @ 4.00
36 CSCO  @ 9.72
375 C     @ 7.16
927 C     @ 1.45
669 CMCSA @ 2.36
641 BA    @ 9.43
189 CAT   @ 8.36
667 AA    @ 5.80
120 BBBY  @ 6.13
526 CMCSA @ 3.76
973 AA    @ 3.04
560 CSCO  @ 3.70
54 CAT   @ 9.15
435 BAC   @ 1.75
991 AA    @ 7.00
499 C     @ 1.64
742 CAT   @ 3.24
483 BA    @ 5.16
32 AAPL  @ 9.20
590 BAC   @ 4.30
796 C     @ 5.41
586 BBBY  @ 6.36
1000 BBBY  @ 8.30
632 AA    @ 5.92
459 CAT   @ 7.75
906 CMCSA @ 9.23
718 CSCO  @ 2.35
962 AAPL  @ 7.20
657 CAT   @ 8.89
193 BA    @ 7.44
870 CSCO  @ 9.40
169 BA    @ 1.65
28 CAT   @ 4.72
398 BAC   @ 6.88
164 AAPL  @ 7.85
276 C     @ 7.29
286 CSCO  @ 5.36
808 BA    @ 9.64
202 CMCSA @ 7.99
479 C     @ 6.16
357 CSCO  @ 8.02
470 CMCSA @ 2.59
135 BA    @ 9.90
525 BA    @ 6.85
50 C     @ 2.64
260 AA    @ 7.48
298 BBBY  @ 4.46
805 CAT   @ 9.64
890 AAPL  @ 5.94
647 BBBY  @ 8.02
837 C     @ 5.00
219 AA    @ 5.12
839 AAPL  @ 8.88
238 CAT   @ 9.01
443 AAPL  @ 8.53
784 CMCSA @ 3.22
606 CAT   @ 2.44
704 CSCO  @ 2.68
807 C     @ 7.92
808 CSCO  @ 9.35
375 CSCO  @ 7.48
247 CMCSA @ 8.20
539 CSCO  @ 7.90
768 C     @ 1.92
693 BAC   @ 5.18
465 C     @ 3.17
864 C     @ 1.50
909 C     @ 2.20
710 BA    @ 5.70
746 AAPL  @ 7.75
725 CSCO  @ 8.79
812 BBBY  @ 9.42
229 CSCO  @ 7.60
125 CMCSA @ 4.18
188 C     @ 8.40
665 BBBY  @ 5.74
718 BAC   @ 1.48
970 BAC   @ 8.44
688 CMCSA @ 4.40
513 BBBY  @ 9.56
199 CAT   @ 3.34
705 AA    @ 8.10
462 CSCO  @ 2.98
105 CSCO  @ 1.12
125 CMCSA @ 2.09
536 AAPL  @ 8.52
525 AAPL  @ 5.04
416 BBBY  @ 6.60
851 C     @ 8.92
433 CMCSA @ 4.40
350 C     @ 3.50
527 CAT   @ 2.77
269 CMCSA @ 6.72
756 AAPL  @ 6.67
590 AA    @ 2.92
265 BAC   @ 6.67
340 BAC   @ 5.20
132 CSCO  @ 7.38
720 C     @ 9.67
482 CAT   @ 9.49
901 BA    @ 8.05
691 BA    @ 9.73
333 CAT   @ 9.85
368 AAPL  @ 3.00
50 CAT   @ 2.41
828 BBBY  @ 8.20
190 AA    @ 7.88
935 BA    @ 5.56
996 BBBY  @ 4.96
697 C     @ 1.92
728 BAC   @ 6.52
670 C     @ 4.60
507 BAC   @ 9.52
606 CMCSA @ 5.50
180 AAPL  @ 1.96
376 BBBY  @ 2.56
605 CMCSA @ 7.88
826 AAPL  @ 8.16
283 BA    @ 7.10
607 CAT   @ 8.20
853 AA    @ 1.94
882 AA    @ 4.42
883 AAPL  @ 6.00
616 CSCO  @ 2.00
372 C     @ 5.94
47 CMCSA @ 9.50
829 CMCSA @ 3.70
431 CAT   @ 5.50
108 CSCO  @ 2.12
872 BA    @ 1.00
395 BAC   @ 7.50
302 CMCSA @ 8.46
33 C     @ 7.78
628 C     @ 3.96
228 BBBY  @ 2.68
741 AA    @ 9.37
673 AA    @ 9.73
530 CSCO  @ 5.00
740 C     @ 1.22
536 BAC   @ 2.60
571 AAPL  @ 2.02
500 CSCO  @ 4.30
700 BA    @ 8.40
753 CSCO  @ 9.28
193 CAT   @ 9.39
279 C     @ 5.56
807 CAT   @ 4.98
963 CSCO  @ 6.76
798 BAC   @ 7.82
917 BA    @ 1.66
879 AAPL  @ 8.49
556 BBBY  @ 7.39
730 BA    @ 3.40
489 BAC   @ 4.60
874 BA    @ 3.20
105 CAT   @ 4.60
688 BAC   @ 6.32
135 BBBY  @ 1.08
701 CAT   @ 7.68
474 C     @ 6.96
44 CSCO  @ 7.40
59 CMCSA @ 4.96
390 AA    @ 2.65
545 CSCO  @ 7.10
288 CAT   @ 7.48
548 BBBY  @ 9.70
50 CSCO  @ 4.00
225 BBBY  @ 3.47
697 AA    @ 5.77
291 BAC   @ 7.66
574 CMCSA @ 3.60
560 CSCO  @ 4.42
161 C     @ 7.32
361 BA    @ 2.80
545 CMCSA @ 9.25
242 CSCO  @ 6.18
242 BBBY  @ 1.72
278 C     @ 5.62
377 BBBY  @ 2.52
518 CMCSA @ 1.84
999 BAC   @ 2.12
94 CAT   @ 1.00
468 AAPL  @ 9.15
699 BAC   @ 7.93
435 AAPL  @ 1.35
180 BBBY  @ 7.30
331 CSCO  @ 3.10
200 CAT   @ 3.23
752 BAC   @ 7.18
536 C     @ 4.74
576 BA    @ 2.50
288 C     @ 9.02
743 BBBY  @ 7.35
743 AA    @ 1.43
529 CAT   @ 6.42
271 CAT   @ 5.05
52 CSCO  @ 1.80
857 BAC   @ 8.05
22 CMCSA @ 1.45
691 AA    @ 1.75
608 CMCSA @ 4.06
32 CMCSA @ 5.52
229 C     @ 7.35
873 CSCO  @ 5.32
605 C     @ 5.50
917 CMCSA @ 6.22
57 AAPL  @ 1.60
8 BBBY  @ 7.00
19 BBBY  @ 4.64
767 AAPL  @ 9.10
959 CAT   @ 5.60
833 CMCSA @ 7.44
229 BAC   @ 5.38
580 AAPL  @ 3.16
389 AAPL  @ 6.79
5 CAT   @ 7.00
784 BA    @ 8.93
496 C     @ 8.28
260 C     @ 9.71
326 BAC   @ 3.48
115 BAC   @ 8.12
693 BBBY  @ 7.06
538 CAT   @ 1.48
896 AA    @ 9.28
898 CMCSA @ 1.30
610 CAT   @ 4.06
117 BAC   @ 9.64
817 CAT   @ 5.80
188 AA    @ 7.00
658 AAPL  @ 9.68
31 BAC   @ 2.54
237 AAPL  @ 4.60
558 BA    @ 6.82
940 AAPL  @ 2.60
781 BA    @ 7.84
311 AAPL  @ 9.90
432 CSCO  @ 1.80
6 AAPL  @ 7.90
704 BA    @ 2.40
600 CSCO  @ 6.52
350 CAT   @ 5.60
939 CSCO  @ 2.56
710 BAC   @ 4.20
108 CAT   @ 4.33
214 BAC   @ 8.93
525 CSCO  @ 5.53
904 CAT   @ 8.80
640 CSCO  @ 5.04
275 BAC   @ 7.28
850 CMCSA @ 4.01
843 CSCO  @ 3.29
661 CAT   @ 7.80
768 BAC   @ 3.21
385 BA    @ 6.48
18 CAT   @ 4.15
997 CMCSA @ 2.08
748 CMCSA @ 6.74
385 AA    @ 9.94
97 AAPL  @ 4.94
576 CSCO  @ 4.42
882 CSCO  @ 8.30
894 AAPL  @ 7.15
990 AA    @ 1.00
599 AA    @ 1.50
792 C     @ 9.04
314 BA    @ 4.04
809 BA    @ 7.60
635 C     @ 8.98
884 CMCSA @ 4.60
296 CAT   @ 3.70
666 CAT   @ 1.00
352 AAPL  @ 6.49
788 CAT   @ 2.43
870 CSCO  @ 7.48
470 AAPL  @ 7.08
527 C     @ 7.60
133 CAT   @ 3.64
738 AAPL  @ 7.84
359 AA    @ 1.02
484 C     @ 2.24
704 BBBY  @ 2.22
47 BAC   @ 7.38
134 BAC   @ 4.84
839 AAPL  @ 6.38
485 BA    @ 2.17
730 C     @ 6.31
884 C     @ 8.02
755 BBBY  @ 2.24
81 BAC   @ 8.24
267 CMCSA @ 8.74
672 CAT   @ 6.40
701 CSCO  @ 4.00
82 CSCO  @ 3.20
512 CSCO  @ 8.10
949 BAC   @ 2.38
445 CSCO  @ 2.50
863 CMCSA @ 7.57
802 BAC   @ 6.01
898 BBBY  @ 1.90
847 AAPL  @ 1.54
27 BBBY  @ 9.46
298 AA    @ 7.50
838 BAC   @ 3.58
110 CSCO  @ 1.00
382 CSCO  @ 9.93
18 AAPL  @ 7.48
124 BBBY  @ 1.00
812 C     @ 5.20
521 CAT   @ 9.77
739 BAC   @ 8.00
255 BAC   @ 7.15
147 AAPL  @ 2.12
979 CAT   @ 5.91
230 BA    @ 7.49
544 CMCSA @ 1.18
559 BBBY  @ 2.00
336 CSCO  @ 7.84
783 CAT   @ 6.28
745 CSCO  @ 3.85
659 BBBY  @ 7.61
379 BAC   @ 5.08
229 BAC   @ 7.07
753 BAC   @ 6.76
255 CMCSA @ 7.16
714 AAPL  @ 8.18
180 BA    @ 3.07
287 BBBY  @ 1.42
830 AA    @ 4.60
138 BA    @ 1.24
764 AAPL  @ 8.53
911 BAC   @ 7.98
79 CSCO  @ 9.60
71 AAPL  @ 5.80
585 AA    @ 9.80
59 CMCSA @ 9.83
936 BAC   @ 2.14
127 C     @ 1.80
819 BA    @ 2.50
531 AA    @ 2.60
220 CSCO  @ 5.96
773 BBBY  @ 2.02
693 CSCO  @ 8.84
305 CSCO  @ 2.26
91 BBBY  @ 6.04
742 CSCO  @ 2.77
646 C     @ 5.77
725 CSCO  @ 3.40
50 CAT   @ 1.30
326 C     @ 5.20
793 C     @ 5.06
304 CMCSA @ 4.84
542 BBBY  @ 3.89
270 CMCSA @ 8.64
57 CSCO  @ 7.30
538 BAC   @ 9.04
232 C     @ 4.64
138 CSCO  @ 7.45
157 BBBY  @ 2.77
277 AA    @ 4.45
234 C     @ 7.24
521 CMCSA @ 8.85
433 BBBY  @ 2.08
598 CSCO  @ 8.86
274 CSCO  @ 7.82
161 CMCSA @ 3.95
831 BAC   @ 9.85
872 C     @ 5.68
151 AA    @ 8.74
116 BAC   @ 8.65
592 BA    @ 1.44
757 CMCSA @ 1.35
263 CAT   @ 6.04
898 CMCSA @ 2.36
706 BA    @ 9.52
221 BA    @ 9.87
468 AA    @ 2.51
558 CAT   @ 2.26
630 AA    @ 5.69
552 CSCO  @ 8.00
108 C     @ 7.50
659 C     @ 3.88
808 CSCO  @ 1.06
496 BA    @ 2.74
335 AAPL  @ 3.04
684 BAC   @ 5.87
698 BAC   @ 4.30
276 C     @ 9.64
38 CAT   @ 1.69
23 AAPL  @ 8.00
480 CAT   @ 9.18
735 BAC   @ 3.52
438 BBBY  @ 3.80
124 BAC   @ 2.44
71 CAT   @ 6.04
142 AAPL  @ 4.96
139 BBBY  @ 7.42
703 C     @ 4.31
877 CMCSA @ 1.08
965 AA    @ 8.83
362 BAC   @ 2.16
703 BAC   @ 2.65
779 BBBY  @ 4.63
203 C     @ 5.85
959 CAT   @ 3.28
116 AA    @ 9.04
613 C     @ 6.67
495 AAPL  @ 9.52
246 CSCO  @ 8.92
518 CAT   @ 5.50
181 CSCO  @ 9.88
435 BAC   @ 7.60
620 CAT   @ 2.98
757 CAT   @ 2.16
439 BAC   @ 4.71
744 BA    @ 8.68
35 CSCO  @ 2.72
921 BAC   @ 3.25
533 BA    @ 4.96
838 C     @ 1.66
934 BBBY  @ 1.21
517 CAT   @ 4.40
552 AAPL  @ 1.46
4 BAC   @ 5.11
483 C     @ 4.60
677 AAPL  @ 9.87
851 BAC   @ 3.67
590 BA    @ 2.32
830 BBBY  @ 7.60
556 CSCO  @ 4.92
85 BBBY  @ 2.23
862 CAT   @ 7.44
800 CMCSA @ 6.40
984 AA    @ 8.24
377 BBBY  @ 2.80
928 BAC   @ 6.58
283 AAPL  @ 6.72
743 AA    @ 3.23
283 CAT   @ 2.99
237 CMCSA @ 2.17
661 BBBY  @ 6.74
766 CMCSA @ 1.70
68 CSCO  @ 6.12
934 BBBY  @ 6.93
130 BBBY  @ 6.76
275 CMCSA @ 4.64
690 CMCSA @ 2.38
219 C     @ 4.60
67 BBBY  @ 2.26
674 AAPL  @ 1.14
853 BBBY  @ 2.70
946 AAPL  @ 2.35
27 CAT   @ 7.20
597 BAC   @ 2.90
98 BAC   @ 5.35
124 AAPL  @ 1.80
956 CMCSA @ 6.04
353 CMCSA @ 2.08
42 BAC   @ 7.80
786 AAPL  @ 7.45
193 CMCSA @ 2.44
620 AAPL  @ 1.74
54 CSCO  @ 9.69
214 BA    @ 1.94
268 CSCO  @ 2.50
78 BAC   @ 8.12
248 BAC   @ 7.56
359 BA    @ 5.11
662 CMCSA @ 3.45
941 BBBY  @ 5.61
511 BAC   @ 3.40
529 AA    @ 8.56
775 CMCSA @ 7.46
612 CMCSA @ 8.52
49 AAPL  @ 2.17
933 BBBY  @ 2.41
262 CSCO  @ 8.38
591 AAPL  @ 2.62
799 AAPL  @ 2.60
631 CMCSA @ 1.50
991 CAT   @ 8.68
209 AAPL  @ 8.89
270 CMCSA @ 8.79
497 AAPL  @ 8.48
416 AAPL  @ 8.88
398 BA    @ 6.01
816 CSCO  @ 2.99
366 AAPL  @ 3.29
927 C     @ 7.85
851 CAT   @ 1.70
407 AAPL  @ 4.00
425 BAC   @ 2.80
480 CSCO  @ 8.54
899 BAC   @ 8.50
307 CMCSA @ 4.66
406 AAPL  @ 9.13
273 BBBY  @ 6.28
440 BBBY  @ 5.84
223 CMCSA @ 7.66
790 CMCSA @ 5.76
301 C     @ 8.60
982 BBBY  @ 9.93
310 AA    @ 1.45
757 BA    @ 5.74
461 AAPL  @ 5.57
584 AA    @ 1.29
550 C     @ 4.05
819 BBBY  @ 2.44
488 CMCSA @ 9.09
553 C     @ 4.21
772 CMCSA @ 8.74
464 CSCO  @ 3.09
100 CMCSA @ 2.40
64 AA    @ 9.96
926 CAT   @ 9.46
611 C     @ 1.97
760 AA    @ 6.60
887 AAPL  @ 5.54
912 BA    @ 5.68
471 BAC   @ 8.20
771 CSCO  @ 4.06
175 BAC   @ 5.76
847 CSCO  @ 6.28
662 CSCO  @ 8.92
626 CSCO  @ 5.05
688 CMCSA @ 6.22
132 AAPL  @ 4.60
86 CAT   @ 3.88
657 BBBY  @ 5.20
596 BBBY  @ 4.34
165 CMCSA @ 7.70
819 AA    @ 2.62
6 AAPL  @ 1.90
538 CSCO  @ 5.87
81 BA    @ 2.52
405 BBBY  @ 9.56
482 CSCO  @ 4.32
600 BAC   @ 9.45
41 BBBY  @ 4.06
307 CAT   @ 1.28
377 BBBY  @ 6.16
139 C     @ 4.00
108 C     @ 3.43
840 CMCSA @ 3.16
834 C     @ 8.26
125 CSCO  @ 4.26
840 AA    @ 3.25
678 AA    @ 3.42
867 CSCO  @ 2.74
678 AA    @ 4.60
25 AA    @ 3.43
355 BAC   @ 2.08
466 C     @ 1.92
793 CAT   @ 9.51
748 AAPL  @ 6.75
823 BBBY  @ 5.70
308 CMCSA @ 8.80
438 AAPL  @ 5.68
31 AA    @ 4.18
566 BBBY  @ 7.35
608 AAPL  @ 2.32
684 AAPL  @ 4.88
754 AA    @ 8.60
451 CMCSA @ 2.49
883 CMCSA @ 2.60
657 AAPL  @ 7.68
41 BA    @ 2.60
118 AAPL  @ 5.20
495 CMCSA @ 2.42
740 BA    @ 1.40
753 C     @ 9.65
489 CAT   @ 4.24
71 BAC   @ 9.26
612 BA    @ 2.40
372 CSCO  @ 8.20
126 CSCO  @ 7.26
408 BBBY  @ 6.52
553 AA    @ 1.24
519 CAT   @ 3.16
631 BA    @ 7.25
854 BAC   @ 5.11
315 AAPL  @ 4.50
873 CAT   @ 5.56
805 BBBY  @ 6.52
87 CAT   @ 1.00
324 CMCSA @ 8.56
624 AA    @ 2.41
337 BBBY  @ 4.06
866 BA    @ 8.60
263 CMCSA @ 2.28
157 C     @ 2.57
11 CSCO  @ 5.20
294 CAT   @ 7.75
600 BAC   @ 8.80
706 CSCO  @ 6.18
374 C     @ 5.50
464 BBBY  @ 9.00
818 AAPL  @ 8.05
491 AAPL  @ 9.40
776 BAC   @ 2.50
350 BBBY  @ 9.40
131 C     @ 9.35
140 AAPL  @ 6.69
596 BAC   @ 6.04
430 AA    @ 2.56
62 AA    @ 8.85
773 CMCSA @ 4.65
735 C     @ 9.79
297 CSCO  @ 3.00
349 AA    @ 5.68
414 AA    @ 4.72
698 BAC   @ 9.58
596 AAPL  @ 5.38
535 AA    @ 1.28
902 CAT   @ 6.34
504 C     @ 6.56
295 BBBY  @ 1.12
310 CMCSA @ 4.96
799 BAC   @ 9.85
341 AAPL  @ 1.28
828 C     @ 2.74
10 CSCO  @ 9.70
278 C     @ 9.57
367 AA    @ 3.48
549 BAC   @ 2.22
109 C     @ 8.12
338 AA    @ 5.02
86 CMCSA @ 3.92
663 CSCO  @ 9.81
144 AA    @ 6.05
782 CMCSA @ 4.72
941 BA    @ 5.80
434 BAC   @ 1.28
389 CMCSA @ 9.04
384 BBBY  @ 8.80
659 AA    @ 8.54
297 BA    @ 2.60
998 C     @ 8.40
348 AAPL  @ 2.32
369 BA    @ 6.00
805 CAT   @ 4.27
916 BAC   @ 8.76
141 AA    @ 8.47
309 AAPL  @ 9.11
137 CAT   @ 5.52
444 CSCO  @ 7.60
885 AAPL  @ 2.48
387 CMCSA @ 1.82
602 C     @ 8.96
115 CAT   @ 9.84
987 BBBY  @ 9.08
693 BAC   @ 1.24
213 BBBY  @ 4.62
996 C     @ 6.60
172 AAPL  @ 8.50
644 C     @ 8.92
151 CSCO  @ 6.94
311 AA    @ 9.10
589 CSCO  @ 1.92
141 AA    @ 6.76
246 CSCO  @ 8.55
59 CAT   @ 6.96
153 C     @ 4.47
561 BAC   @ 1.54
50 BAC   @ 3.70
649 CAT   @ 6.64
728 AA    @ 5.30
447 CAT   @ 5.10
987 CSCO  @ 6.13
789 AA    @ 3.00
158 CSCO  @ 5.58
842 CAT   @ 2.29
265 BAC   @ 7.38
599 AAPL  @ 6.40
368 BAC   @ 4.96
125 CMCSA @ 5.08
534 BBBY  @ 4.20
967 BAC   @ 1.80
367 AAPL  @ 4.96
991 CSCO  @ 5.17
129 AA    @ 2.61
871 CSCO  @ 3.00
593 BAC   @ 2.84
816 AAPL  @ 7.21
726 CMCSA @ 9.74
155 AAPL  @ 1.60
18 CSCO  @ 9.06
824 BBBY  @ 9.14
328 CMCSA @ 3.98
474 AA    @ 7.84
340 C     @ 3.30
110 BAC   @ 6.70
82 CSCO  @ 2.04
810 CSCO  @ 5.04
272 BA    @ 3.14
329 BAC   @ 9.76
296 AAPL  @ 6.85
892 AAPL  @ 4.95
464 CAT   @ 9.88
986 CAT   @ 4.30
109 BBBY  @ 7.00
4 CAT   @ 8.77
643 AA    @ 2.11
146 BAC   @ 8.20
908 BAC   @ 2.45
21 CAT   @ 8.81
281 C     @ 2.40
900 BA    @ 3.60
298 AA    @ 6.76
305 CAT   @ 9.25
375 C     @ 4.72
423 C     @ 3.40
445 CSCO  @ 7.39
528 BBBY  @ 2.70
662 C     @ 9.96
897 CMCSA @ 6.00
980 AAPL  @ 3.10
62 BBBY  @ 9.61
39 AA    @ 8.20
952 CSCO  @ 6.73
103 BA    @ 9.28
610 CAT   @ 5.16
887 BA    @ 8.15
665 BBBY  @ 5.95
52 C     @ 9.35
170 BAC   @ 1.40
342 CSCO  @ 8.20
955 BA    @ 6.76
237 C     @ 8.83
159 C     @ 5.52
726 CAT   @ 2.08
848 AAPL  @ 6.55
401 CAT   @ 5.08
412 CAT   @ 7.90
488 AA    @ 2.44
365 AA    @ 8.23
841 CSCO  @ 2.80
662 BA    @ 4.00
543 CMCSA @ 8.56
731 C     @ 5.52
830 BBBY  @ 2.84
862 BBBY  @ 9.04
368 AAPL  @ 8.60
